year,stateabbr,statedesc,locationname,locationid,category,measure,measureid,data_value_unit,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus
2023,TX,Texas,Gray,48179,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,37.6,33.0,42.0,20916,15662
2023,CA,California,Fresno,06019,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,31.4,28.1,34.8,1017162,737124
2023,AK,Alaska,Bethel,02050,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,37.5,33.9,41.7,18224,11798
2023,AR,Arkansas,Cleveland,05025,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,39.4,35.3,43.8,7378,5798
2023,AK,Alaska,Yukon-Koyukuk,02290,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,41.4,37.2,45.8,5129,3732
2023,AR,Arkansas,Desha,05041,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,46.7,42.4,51.2,10479,7909
2023,AK,Alaska,Fairbanks North Star,02090,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,31.7,28.7,34.6,94840,72305
2023,AR,Arkansas,Conway,05029,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,46.8,42.5,51.4,21077,16337
2023,AL,Alabama,Cullman,01043,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,37.3,32.8,41.7,92016,71431
2023,AL,Alabama,Mobile,01097,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,39.6,36.2,43.1,411640,316274
2023,AZ,Arizona,Pima,04019,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,34.1,31.4,36.7,1063162,858060
2023,AZ,Arizona,Yavapai,04025,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,27.0,24.3,29.7,249081,211150
2023,AK,Alaska,Ketchikan Gateway,02130,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,34.8,30.9,38.4,13738,11023
2023,AR,Arkansas,Independence,05063,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,37.2,33.3,41.4,38320,29054
2023,CA,California,Contra Costa,06013,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,31.2,28.2,34.3,1155025,904586
2023,AL,Alabama,Crenshaw,01041,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,46.6,42.4,50.9,13101,10066
2023,AL,Alabama,Morgan,01103,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,44.5,40.3,48.9,125133,96099
2023,CA,California,Inyo,06027,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,35.1,30.9,39.3,18527,14859
2023,AR,Arkansas,Dallas,05039,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,41.3,37.1,45.8,6185,4934
2023,CA,California,Madera,06039,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,33.2,29.4,37.0,162858,118944
2023,AL,Alabama,Sumter,01119,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,49.1,44.5,53.7,11727,9434
2023,AL,Alabama,Barbour,01005,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,45.4,40.9,49.9,24585,19517
2023,CA,California,San Bernardino,06071,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,31.6,28.7,34.6,2195611,1641803
2023,CA,California,Mono,06051,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,31.5,27.4,35.6,13066,10809
2023,AL,Alabama,Pickens,01107,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,48.3,44.0,52.5,18688,15154
2023,AR,Arkansas,Franklin,05047,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,44.6,40.4,49.4,17468,13545
2023,CA,California,Humboldt,06023,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,32.9,29.1,36.8,133985,109146
2023,AL,Alabama,Randolph,01111,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,39.7,35.3,44.3,22786,17988
2023,AR,Arkansas,Prairie,05117,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,38.6,34.3,43.0,8036,6369
2023,AR,Arkansas,Calhoun,05013,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,45.5,41.0,49.8,4641,3792
2023,AR,Arkansas,Ashley,05003,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,42.1,38.0,46.4,18262,14105
2023,AL,Alabama,St. Clair,01115,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,37.2,33.0,41.5,95552,74442
2023,AK,Alaska,Haines,02100,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,38.5,34.0,43.0,2070,1718
2023,AL,Alabama,Limestone,01083,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,37.3,33.1,41.4,114654,89453
2023,CA,California,Plumas,06063,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,29.4,25.7,33.3,19131,15898
2023,AR,Arkansas,Greene,05055,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,39.3,35.1,43.5,46743,35680
2023,AR,Arkansas,Washington,05143,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,34.6,31.5,37.8,261549,200987
2023,AL,Alabama,Lowndes,01085,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,56.5,51.8,60.6,9717,7570
2023,AK,Alaska,Kusilvak,02158,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,41.5,37.2,46.0,8001,4640
2023,AR,Arkansas,Drew,05043,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,44.7,40.4,49.0,16945,13230
2023,AL,Alabama,Perry,01105,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,51.9,47.3,56.4,7738,6081
2023,CA,California,Monterey,06053,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,32.0,28.6,35.7,430723,321055
2023,CA,California,Amador,06005,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,29.3,25.6,33.3,41811,35299
2023,CA,California,San Benito,06069,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,29.9,26.1,34.0,68175,51135
2023,CA,California,Placer,06061,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,32.7,29.1,36.7,423561,332465
2023,AL,Alabama,Marion,01093,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,45.9,41.3,50.4,29244,23108
2023,AZ,Arizona,Gila,04007,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,39.3,36.3,42.5,54003,43968
2023,AL,Alabama,Clay,01027,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,40.6,35.8,44.9,14111,11157
2023,AR,Arkansas,Ouachita,05103,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,42.7,38.4,47.3,21793,16948
2023,AK,Alaska,Matanuska-Susitna,02170,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,30.4,27.6,33.5,115239,86125
2023,AL,Alabama,Clarke,01025,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,49.5,45.0,54.0,22337,17444
2023,AR,Arkansas,Miller,05091,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,44.8,40.6,48.9,42415,32396
2023,AL,Alabama,Jackson,01071,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,45.9,41.2,50.4,53467,42355
2023,AR,Arkansas,Phillips,05107,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,49.0,44.5,53.4,14961,11146
2023,CA,California,Riverside,06065,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,31.2,28.6,33.9,2492442,1899181
2023,AZ,Arizona,Mohave,04015,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,31.0,27.9,34.1,223682,187847
2023,AL,Alabama,Colbert,01033,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,44.3,40.0,48.8,58361,45890
2023,AR,Arkansas,Poinsett,05111,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,38.2,34.0,42.5,22397,16955
2023,AR,Arkansas,Faulkner,05045,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,36.0,32.2,39.9,129951,100739
2023,AR,Arkansas,Bradley,05011,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,42.9,38.4,47.6,10104,7612
2023,AR,Arkansas,Crawford,05033,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,41.9,37.5,46.6,61891,47058
2023,AL,Alabama,Coffee,01031,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,39.5,35.3,43.9,55643,42235
2023,AR,Arkansas,Benton,05007,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,31.7,28.6,35.2,311013,232841
2023,AZ,Arizona,Yuma,04027,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,31.6,28.2,35.1,213221,161189
2023,CA,California,Orange,06059,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,29.1,26.3,31.8,3135755,2489875
2023,CA,California,Butte,06007,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,32.2,28.5,36.0,207172,164973
2023,AR,Arkansas,Cross,05037,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,46.5,41.9,50.9,16420,12527
2023,AL,Alabama,Lamar,01075,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,47.7,43.0,52.5,13661,10648
2023,AZ,Arizona,Santa Cruz,04023,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,35.7,32.1,39.6,49158,36812
2023,AZ,Arizona,Pima,04019,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,30.1,27.6,32.6,1063162,858060
2023,AR,Arkansas,Lonoke,05085,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,36.5,32.3,41.0,75944,57386
2023,AK,Alaska,Denali,02068,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,32.0,28.1,36.2,1584,1291
2023,AR,Arkansas,Saline,05125,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,35.5,31.7,39.2,129574,99649
2023,AR,Arkansas,Stone,05137,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,37.7,33.4,41.9,12671,10181
2023,AL,Alabama,Walker,01127,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,38.6,34.4,43.1,64728,49914
2023,AR,Arkansas,Fulton,05049,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,39.6,35.3,43.9,12421,9795
2023,AK,Alaska,North Slope,02185,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,35.3,31.4,39.4,10603,7948
2023,AR,Arkansas,St. Francis,05123,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,46.6,42.4,51.3,22101,17444
2023,AK,Alaska,Kenai Peninsula,02122,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,30.3,27.1,33.4,61223,47721
2023,AL,Alabama,Tallapoosa,01123,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,40.8,36.5,45.2,40677,32607
2023,AL,Alabama,Dale,01045,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,40.5,36.2,44.8,49871,38227
2023,AL,Alabama,DeKalb,01049,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,40.0,35.6,44.5,72569,55297
2023,AK,Alaska,Aleutians West,02016,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,30.7,26.7,34.8,5160,4734
2023,AR,Arkansas,Lafayette,05073,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,52.6,48.1,57.1,6095,4961
2023,AL,Alabama,Macon,01087,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,48.4,43.7,52.9,18370,15322
2023,AL,Alabama,Calhoun,01015,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,44.8,40.7,49.2,116429,91555
2023,AZ,Arizona,Cochise,04003,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,39.0,35.6,42.4,124640,99219
2023,AZ,Arizona,Greenlee,04011,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,29.8,25.9,33.6,9369,6858
2023,AL,Alabama,Cherokee,01019,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,45.9,41.3,50.5,25666,20877
2023,AR,Arkansas,Howard,05061,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,44.3,39.8,48.8,12533,9311
2023,AL,Alabama,Choctaw,01023,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,52.7,48.5,57.0,12252,9839
2023,CA,California,Imperial,06025,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,32.5,29.0,36.4,179057,128709
2023,AR,Arkansas,Garland,05051,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,37.8,33.9,41.7,99784,80189
2023,AZ,Arizona,Pinal,04021,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,31.6,28.8,34.2,484239,380282
2023,CA,California,Napa,06055,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,33.0,29.1,37.2,133216,107838
2023,AL,Alabama,Conecuh,01035,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,46.5,41.9,50.9,11174,8894
2023,AZ,Arizona,Maricopa,04013,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,30.8,28.6,33.1,4585871,3572375
2023,AL,Alabama,Montgomery,01101,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,43.8,39.8,47.7,224980,170733
2023,AL,Alabama,Coosa,01037,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,50.2,45.4,55.1,10268,8603
2023,AK,Alaska,Chugach,02063,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,33.4,29.4,37.3,6769,5268
2023,AK,Alaska,Hoonah-Angoon,02105,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,33.2,29.0,37.2,2262,1889
2023,AR,Arkansas,Hot Spring,05059,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,38.5,34.5,42.7,33258,26928
2023,AR,Arkansas,Nevada,05099,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,51.0,46.5,55.5,8120,6347
2023,AL,Alabama,Madison,01089,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,38.6,34.8,42.5,412600,324132
2023,AR,Arkansas,Perry,05105,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,43.8,39.2,48.4,10184,8014
2023,CA,California,Lassen,06035,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,33.7,29.7,37.8,28861,23438
2023,CA,California,Alameda,06001,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,28.5,25.3,31.3,1622188,1306255
2023,AR,Arkansas,Polk,05113,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,44.8,40.4,49.0,19436,15141
2023,AR,Arkansas,Phillips,05107,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,55.6,51.3,59.8,14961,11146
2023,AL,Alabama,Cleburne,01029,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,42.9,37.9,47.4,15639,12016
2023,US,United States,,59,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,34.4,34.0,34.7,334914895,262083034
2023,AZ,Arizona,Mohave,04015,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,42.0,38.6,45.4,223682,187847
2023,AK,Alaska,Juneau,02110,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,32.4,29.3,35.6,31555,25267
2023,AL,Alabama,Pike,01109,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,42.6,38.4,47.1,33137,26665
2023,AK,Alaska,Prince of Wales-Hyder,02198,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,39.4,35.1,43.9,5696,4429
2023,AL,Alabama,Hale,01065,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,51.1,46.7,55.6,14888,11246
2023,AR,Arkansas,Pulaski,05119,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,39.5,36.2,42.5,400009,307397
2023,AR,Arkansas,Jackson,05067,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,41.4,36.9,45.9,16784,13466
2023,CA,California,Fresno,06019,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,31.7,28.4,35.1,1017162,737124
2023,AL,Alabama,Marion,01093,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,39.3,35.0,43.8,29244,23108
2023,AL,Alabama,Clarke,01025,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,43.5,39.1,48.1,22337,17444
2023,CA,California,Plumas,06063,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,40.4,36.0,45.1,19131,15898
2023,AL,Alabama,Washington,01129,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,47.4,42.8,51.9,15022,11806
2023,CA,California,Los Angeles,06037,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,28.4,26.4,30.5,9663345,7710575
2023,CA,California,El Dorado,06017,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,26.5,23.0,30.1,192215,155106
2023,AR,Arkansas,Ouachita,05103,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,49.5,45.1,54.0,21793,16948
2023,AK,Alaska,Haines,02100,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,30.1,26.1,34.0,2070,1718
2023,AR,Arkansas,Jefferson,05069,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,50.9,47.2,54.8,63661,50000
2023,CA,California,Amador,06005,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,37.6,33.3,42.2,41811,35299
2023,AR,Arkansas,Little River,05081,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,39.7,35.4,43.9,11805,9237
2023,AR,Arkansas,Baxter,05005,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,36.2,32.4,40.2,42875,35338
2023,AL,Alabama,Winston,01133,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,46.9,42.5,51.3,23611,18837
2023,AL,Alabama,Blount,01009,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,36.0,31.8,40.4,59816,46099
2023,AR,Arkansas,Ashley,05003,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,49.4,45.2,53.7,18262,14105
2023,AL,Alabama,Lawrence,01079,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,38.7,34.4,43.2,33502,26186
2023,AL,Alabama,Lee,01081,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,37.5,33.7,41.5,183215,145050
2023,AK,Alaska,Kodiak Island,02150,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,31.0,27.2,35.0,12565,9632
2023,AL,Alabama,Butler,01013,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,51.0,46.5,55.4,18382,14276
2023,CA,California,Contra Costa,06013,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,27.5,24.7,30.3,1155025,904586
2023,CA,California,Riverside,06065,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,33.3,30.6,36.1,2492442,1899181
2023,AR,Arkansas,Craighead,05031,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,38.5,34.6,42.5,113993,85259
2023,AR,Arkansas,Prairie,05117,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,46.7,42.1,51.3,8036,6369
2023,CA,California,Kings,06031,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,32.0,28.1,36.0,152682,111961
2023,AL,Alabama,Crenshaw,01041,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,40.8,36.8,45.0,13101,10066
2023,AL,Alabama,Pickens,01107,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,43.6,39.4,47.9,18688,15154
2023,AR,Arkansas,Searcy,05129,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,39.4,34.9,43.8,7806,6215
2023,AR,Arkansas,Cleveland,05025,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,46.5,42.3,51.1,7378,5798
2023,AL,Alabama,Fayette,01057,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,40.9,36.5,45.5,15967,12532
2023,AL,Alabama,Mobile,01097,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,43.1,39.6,46.6,411640,316274
2023,AK,Alaska,Yukon-Koyukuk,02290,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,37.1,33.1,41.3,5129,3732
2023,AR,Arkansas,Greene,05055,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,42.5,38.3,46.8,46743,35680
2023,AK,Alaska,Yakutat,02282,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,40.5,35.9,45.3,687,555
2023,AR,Arkansas,Sevier,05133,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,37.6,33.5,41.7,15632,11232
2023,AR,Arkansas,Franklin,05047,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,38.5,34.4,43.2,17468,13545
2023,CA,California,Glenn,06021,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,29.5,25.6,33.8,28129,20659
2023,CA,California,Del Norte,06015,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,36.0,31.7,40.3,26589,21034
2023,AL,Alabama,Randolph,01111,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,46.1,41.6,50.8,22786,17988
2023,AR,Arkansas,Dallas,05039,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,49.8,45.3,54.4,6185,4934
2023,AR,Arkansas,Desha,05041,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,52.8,48.6,57.2,10479,7909
2023,CA,California,Sacramento,06067,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,28.9,25.9,32.0,1584288,1226535
2023,CA,California,Inyo,06027,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,27.8,24.2,31.6,18527,14859
2023,AL,Alabama,Henry,01067,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,48.1,43.5,52.7,17899,14236
2023,AK,Alaska,Chugach,02063,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,29.7,25.9,33.4,6769,5268
2023,AZ,Arizona,Navajo,04017,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,35.3,32.3,38.2,109175,82055
2023,AK,Alaska,Bethel,02050,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,39.7,36.0,44.0,18224,11798
2023,AK,Alaska,Nome,02180,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,35.5,31.7,39.2,9763,6487
2023,AR,Arkansas,Nevada,05099,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,43.7,39.4,48.3,8120,6347
2023,AL,Alabama,Marshall,01095,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,41.7,37.3,46.1,100756,74538
2023,AR,Arkansas,Union,05139,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,46.4,42.1,50.6,37397,28421
2023,AZ,Arizona,Apache,04001,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,36.0,33.2,39.2,65036,48365
2023,AL,Alabama,Morgan,01103,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,39.9,35.7,44.1,125133,96099
2023,CA,California,Alameda,06001,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,26.5,23.5,29.3,1622188,1306255
2023,AR,Arkansas,Polk,05113,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,37.2,33.0,41.3,19436,15141
2023,AL,Alabama,Pike,01109,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,40.6,36.6,44.7,33137,26665
2023,AZ,Arizona,Maricopa,04013,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,28.6,26.5,30.8,4585871,3572375
2023,AR,Arkansas,Garland,05051,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,45.8,41.7,49.8,99784,80189
2023,CA,California,Napa,06055,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,27.7,24.2,31.8,133216,107838
2023,AR,Arkansas,Newton,05101,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,47.4,42.7,52.0,7071,5758
2023,AL,Alabama,Conecuh,01035,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,54.7,50.2,59.1,11174,8894
2023,AL,Alabama,Cleburne,01029,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,37.0,32.3,41.3,15639,12016
2023,CA,California,Alpine,06003,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,35.7,31.4,40.3,1141,955
2023,AR,Arkansas,Cross,05037,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,41.5,36.9,45.8,16420,12527
2023,AL,Alabama,Calhoun,01015,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,41.5,37.3,45.8,116429,91555
2023,AZ,Arizona,Cochise,04003,Health Outcomes,High blood pressure among adults,BPHIGH,%,Age-adjusted prevalence,31.9,28.8,35.0,124640,99219
2023,AR,Arkansas,Izard,05065,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,47.6,42.9,52.3,14169,11629
2023,AL,Alabama,Lauderdale,01077,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,39.6,35.5,43.8,96814,78262
2023,AR,Arkansas,Pike,05109,Health Outcomes,High blood pressure among adults,BPHIGH,%,Crude prevalence,44.3,39.7,49.0,10208,7916
